service,operation,status_code,error_code,error_message,is_implemented
iam,UntagMFADevice,501,InternalFailure,API action 'UntagMFADevice' for service 'iam' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iam,UntagOpenIDConnectProvider,404,NoSuchEntity,OpenIDConnect Provider not found for arn aaaaaaaaaaaaaaaaaaaa,True
iam,UntagPolicy,404,NoSuchEntity,Policy aaaaaaaaaaaaaaaaaaaa not found,True
iam,UntagRole,404,NoSuchEntity,Role a not found,True
iam,UntagSAMLProvider,501,InternalFailure,API action 'UntagSAMLProvider' for service 'iam' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iam,UntagServerCertificate,501,InternalFailure,API action 'UntagServerCertificate' for service 'iam' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iam,UntagUser,404,NoSuchEntity,The user with name a cannot be found.,True
iam,UpdateAccessKey,404,NoSuchEntity,The user with name a cannot be found.,True
iam,UpdateAccountPasswordPolicy,200,,,True
iam,UpdateAssumeRolePolicy,404,NoSuchEntity,Role a not found,True
iam,UpdateGroup,500,InternalError,"exception while calling iam.UpdateGroup: Traceback (most recent call last):
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iam/models.py"", line 2262, in get_group
    return self.groups[group_name]
KeyError: 'a'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 60, in _call
    return handler(context, req)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/services/iam/provider.py"", line 246, in update_group
    group = backend.get_group(group_name)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iam/models.py"", line 2264, in get_group
    raise IAMNotFoundException(f""Group {group_name} not found"")
moto.iam.exceptions.IAMNotFoundException: 404 Not Found: <?xml version=""1.0"" encoding=""UTF-8""?>
<ErrorResponse xmlns=""https://iam.amazonaws.com/doc/2010-05-08/"">
    <Error>
        <Code>NoSuchEntity</Code>
        <Message>Group a not found</Message>
        
        <RequestId>7a62c49f-347e-4fc4-9331-6e8eEXAMPLE</RequestId>
    </Error>
</ErrorResponse>
",True
iam,UpdateLoginProfile,404,NoSuchEntity,The user with name a cannot be found.,True
iam,UpdateOpenIDConnectProviderThumbprint,404,NoSuchEntity,OpenIDConnect Provider not found for arn aaaaaaaaaaaaaaaaaaaa,True
iam,UpdateRole,404,NoSuchEntity,Role a not found,True
iam,UpdateRoleDescription,404,NoSuchEntity,Role a not found,True
iam,UpdateSAMLProvider,404,NoSuchEntity,SamlProvider aaaaaaaaaaaaaaaaaaaa not found,True
iam,UpdateSSHPublicKey,404,NoSuchEntity,The user with name a cannot be found.,True
iam,UpdateServerCertificate,501,InternalFailure,API action 'UpdateServerCertificate' for service 'iam' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iam,UpdateServiceSpecificCredential,501,InternalFailure,API action 'UpdateServiceSpecificCredential' for service 'iam' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iam,UpdateSigningCertificate,404,NoSuchEntity,The user with name a cannot be found.,True
iam,UpdateUser,404,NoSuchEntity,User a not found,True
iam,UploadSSHPublicKey,404,NoSuchEntity,The user with name a cannot be found.,True
iam,UploadServerCertificate,200,,,True
iam,UploadSigningCertificate,404,NoSuchEntity,The user with name a cannot be found.,True
iot,AcceptCertificateTransfer,501,InternalFailure,API action 'AcceptCertificateTransfer' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,AddThingToBillingGroup,501,InternalFailure,API action 'AddThingToBillingGroup' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,AddThingToThingGroup,200,,,True
iot,AssociateTargetsWithJob,501,InternalFailure,API action 'AssociateTargetsWithJob' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,AttachPolicy,200,,,True
iot,AttachPrincipalPolicy,404,ResourceNotFoundException,The specified resource does not exist,True
iot,AttachSecurityProfile,501,InternalFailure,API action 'AttachSecurityProfile' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,AttachThingPrincipal,200,,,True
iot,CancelAuditMitigationActionsTask,501,InternalFailure,API action 'CancelAuditMitigationActionsTask' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CancelAuditTask,501,InternalFailure,API action 'CancelAuditTask' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CancelCertificateTransfer,501,InternalFailure,API action 'CancelCertificateTransfer' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CancelDetectMitigationActionsTask,501,InternalFailure,API action 'CancelDetectMitigationActionsTask' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CancelJob,500,InternalError,"exception while calling iot.CancelJob: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iot/responses.py"", line 195, in cancel_job
    job = self.iot_backend.cancel_job(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iot/models.py"", line 1496, in cancel_job
    job = self.jobs[job_id]
KeyError: 'a'
",True
iot,CancelJobExecution,500,InternalError,"exception while calling iot.CancelJobExecution: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iot/responses.py"", line 236, in cancel_job_execution
    self.iot_backend.cancel_job_execution(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iot/models.py"", line 1554, in cancel_job_execution
    job_execution = self.job_executions[(job_id, thing_name)]
KeyError: ('a', 'a')
",True
iot,ClearDefaultAuthorizer,501,InternalFailure,API action 'ClearDefaultAuthorizer' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,ConfirmTopicRuleDestination,501,InternalFailure,API action 'ConfirmTopicRuleDestination' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateAuditSuppression,501,InternalFailure,API action 'CreateAuditSuppression' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateAuthorizer,501,InternalFailure,API action 'CreateAuthorizer' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateBillingGroup,501,InternalFailure,API action 'CreateBillingGroup' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateCertificateFromCsr,200,,,True
iot,CreateCustomMetric,501,InternalFailure,API action 'CreateCustomMetric' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateDimension,501,InternalFailure,API action 'CreateDimension' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateDomainConfiguration,200,,,True
iot,CreateDynamicThingGroup,200,,,True
iot,CreateFleetMetric,501,InternalFailure,API action 'CreateFleetMetric' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateJob,200,,,True
iot,CreateJobTemplate,501,InternalFailure,API action 'CreateJobTemplate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateKeysAndCertificate,200,,,True
iot,CreateMitigationAction,501,InternalFailure,API action 'CreateMitigationAction' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateOTAUpdate,501,InternalFailure,API action 'CreateOTAUpdate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreatePolicy,200,,,True
iot,CreatePolicyVersion,404,ResourceNotFoundException,The specified resource does not exist,True
iot,CreateProvisioningClaim,501,InternalFailure,API action 'CreateProvisioningClaim' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateProvisioningTemplate,501,InternalFailure,API action 'CreateProvisioningTemplate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateProvisioningTemplateVersion,501,InternalFailure,API action 'CreateProvisioningTemplateVersion' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateRoleAlias,200,,,True
iot,CreateScheduledAudit,501,InternalFailure,API action 'CreateScheduledAudit' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateSecurityProfile,501,InternalFailure,API action 'CreateSecurityProfile' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateStream,501,InternalFailure,API action 'CreateStream' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,CreateThing,200,,,True
iot,CreateThingGroup,200,,,True
iot,CreateThingType,200,,,True
iot,CreateTopicRule,200,,,True
iot,CreateTopicRuleDestination,200,,,True
iot,DeleteAccountAuditConfiguration,501,InternalFailure,API action 'DeleteAccountAuditConfiguration' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteAuditSuppression,501,InternalFailure,API action 'DeleteAuditSuppression' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteAuthorizer,501,InternalFailure,API action 'DeleteAuthorizer' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteBillingGroup,501,InternalFailure,API action 'DeleteBillingGroup' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteCACertificate,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DeleteCertificate,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DeleteCustomMetric,501,InternalFailure,API action 'DeleteCustomMetric' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteDimension,501,InternalFailure,API action 'DeleteDimension' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteDomainConfiguration,200,,,True
iot,DeleteDynamicThingGroup,200,,,True
iot,DeleteFleetMetric,501,InternalFailure,API action 'DeleteFleetMetric' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteJob,200,,,True
iot,DeleteJobExecution,500,InternalError,"exception while calling iot.DeleteJobExecution: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iot/responses.py"", line 248, in delete_job_execution
    self.iot_backend.delete_job_execution(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iot/models.py"", line 1574, in delete_job_execution
    job_execution = self.job_executions[(job_id, thing_name)]
KeyError: ('a', 'a')
",True
iot,DeleteJobTemplate,501,InternalFailure,API action 'DeleteJobTemplate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteMitigationAction,501,InternalFailure,API action 'DeleteMitigationAction' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteOTAUpdate,501,InternalFailure,API action 'DeleteOTAUpdate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeletePolicy,200,,,True
iot,DeletePolicyVersion,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DeleteProvisioningTemplate,501,InternalFailure,API action 'DeleteProvisioningTemplate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteProvisioningTemplateVersion,501,InternalFailure,API action 'DeleteProvisioningTemplateVersion' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteRegistrationCode,501,InternalFailure,API action 'DeleteRegistrationCode' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteRoleAlias,200,,,True
iot,DeleteScheduledAudit,501,InternalFailure,API action 'DeleteScheduledAudit' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteSecurityProfile,501,InternalFailure,API action 'DeleteSecurityProfile' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteStream,501,InternalFailure,API action 'DeleteStream' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeleteThing,200,,,True
iot,DeleteThingGroup,200,,,True
iot,DeleteThingType,200,,,True
iot,DeleteTopicRule,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DeleteTopicRuleDestination,404,404,,True
iot,DeleteV2LoggingLevel,501,InternalFailure,API action 'DeleteV2LoggingLevel' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DeprecateThingType,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DescribeAccountAuditConfiguration,501,InternalFailure,API action 'DescribeAccountAuditConfiguration' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeAuditFinding,501,InternalFailure,API action 'DescribeAuditFinding' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeAuditMitigationActionsTask,501,InternalFailure,API action 'DescribeAuditMitigationActionsTask' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeAuditSuppression,501,InternalFailure,API action 'DescribeAuditSuppression' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeAuditTask,501,InternalFailure,API action 'DescribeAuditTask' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeAuthorizer,501,InternalFailure,API action 'DescribeAuthorizer' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeBillingGroup,501,InternalFailure,API action 'DescribeBillingGroup' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeCACertificate,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DescribeCertificate,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DescribeCustomMetric,501,InternalFailure,API action 'DescribeCustomMetric' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeDefaultAuthorizer,501,InternalFailure,API action 'DescribeDefaultAuthorizer' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeDetectMitigationActionsTask,501,InternalFailure,API action 'DescribeDetectMitigationActionsTask' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeDimension,501,InternalFailure,API action 'DescribeDimension' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeDomainConfiguration,404,ResourceNotFoundException,The specified resource does not exist.,True
iot,DescribeEndpoint,200,,,True
iot,DescribeEventConfigurations,501,InternalFailure,API action 'DescribeEventConfigurations' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeFleetMetric,501,InternalFailure,API action 'DescribeFleetMetric' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeIndex,501,InternalFailure,API action 'DescribeIndex' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeJob,404,ResourceNotFoundException,Job with id 'a' not found.,True
iot,DescribeJobExecution,200,,,True
iot,DescribeJobTemplate,501,InternalFailure,API action 'DescribeJobTemplate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeManagedJobTemplate,501,InternalFailure,API action 'DescribeManagedJobTemplate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeMitigationAction,501,InternalFailure,API action 'DescribeMitigationAction' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeProvisioningTemplate,501,InternalFailure,API action 'DescribeProvisioningTemplate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeProvisioningTemplateVersion,501,InternalFailure,API action 'DescribeProvisioningTemplateVersion' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeRoleAlias,404,ResourceNotFoundException,Role alias a not found,True
iot,DescribeScheduledAudit,501,InternalFailure,API action 'DescribeScheduledAudit' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeSecurityProfile,501,InternalFailure,API action 'DescribeSecurityProfile' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeStream,501,InternalFailure,API action 'DescribeStream' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeThing,404,ResourceNotFoundException,Thing 'a' not found,True
iot,DescribeThingGroup,404,ResourceNotFoundException,Thing Group 'a' not found.,True
iot,DescribeThingRegistrationTask,501,InternalFailure,API action 'DescribeThingRegistrationTask' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DescribeThingType,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DetachPolicy,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DetachPrincipalPolicy,404,ResourceNotFoundException,The specified resource does not exist,True
iot,DetachSecurityProfile,501,InternalFailure,API action 'DetachSecurityProfile' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,DetachThingPrincipal,200,,,True
iot,DisableTopicRule,404,ResourceNotFoundException,The specified resource does not exist,True
iot,EnableTopicRule,404,ResourceNotFoundException,The specified resource does not exist,True
iot,GetBehaviorModelTrainingSummaries,501,InternalFailure,API action 'GetBehaviorModelTrainingSummaries' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,GetBucketsAggregation,501,InternalFailure,API action 'GetBucketsAggregation' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,GetCardinality,501,InternalFailure,API action 'GetCardinality' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,GetEffectivePolicies,501,InternalFailure,API action 'GetEffectivePolicies' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,GetIndexingConfiguration,501,InternalFailure,API action 'GetIndexingConfiguration' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,GetJobDocument,500,InternalError,"exception while calling iot.GetJobDocument: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iot/responses.py"", line 202, in get_job_document
    job = self.iot_backend.get_job_document(job_id=self._get_param(""jobId""))
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/iot/models.py"", line 1513, in get_job_document
    return self.jobs[job_id]
KeyError: 'a'
",True
iot,GetLoggingOptions,501,InternalFailure,API action 'GetLoggingOptions' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
iot,GetOTAUpdate,501,InternalFailure,API action 'GetOTAUpdate' for service 'iot' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
